lat,lon,años_validos,gap,longest_run,cluster_raw,cluster,std
-33.25,295.25,36,0,36,0.0,3.0,0.22536953
-33.25,295.75,36,0,36,0.0,3.0,0.23168002
-33.25,296.25,36,0,36,0.0,3.0,0.28067395
-33.25,296.75,36,0,36,0.0,3.0,0.32100716
-33.25,297.25,36,0,36,0.0,3.0,0.3361528
-33.25,297.75,36,0,36,0.0,3.0,0.31299186
-33.25,298.25,36,0,36,0.0,3.0,0.26795405
-33.25,298.75,36,0,36,0.0,3.0,0.31451362
-33.25,299.25,36,0,36,0.0,3.0,0.43067455
-33.25,299.75,36,0,36,0.0,3.0,0.4182735
-33.25,300.25,36,0,36,0.0,3.0,0.84048975
-33.25,300.75,36,0,36,0.0,3.0,0.64158046
-33.25,301.25,36,0,36,0.0,3.0,0.5081365
-33.25,302.25,36,0,36,0.0,3.0,0.41460386
-33.25,302.75,36,0,36,0.0,3.0,0.41659328
-33.25,303.25,36,0,36,0.0,3.0,0.4283915
-33.25,303.75,36,0,36,0.0,3.0,0.43281764
-33.25,304.25,36,0,36,0.0,3.0,0.42473298
-33.25,305.75,36,0,36,0.0,3.0,0.44506627
-32.75,25.75,36,0,36,0.0,3.0,0.8581426
-32.75,26.25,36,0,36,0.0,3.0,0.99823487
-32.75,116.25,36,0,36,0.0,3.0,0.5468499
-32.75,116.75,36,0,36,0.0,3.0,0.50509894
-32.75,117.25,36,0,36,0.0,3.0,0.3957615
-32.75,117.75,36,0,36,0.0,3.0,0.32167104
-32.75,118.25,36,0,36,0.0,3.0,0.31181118
-32.75,118.75,36,0,36,0.0,3.0,0.34630644
-32.75,119.25,36,0,36,0.0,3.0,0.39243576
-32.75,119.75,36,0,36,0.0,3.0,0.3639716
-32.75,121.25,36,0,36,0.0,3.0,0.34091428
-32.75,121.75,36,0,36,0.0,3.0,0.26442966
-32.75,134.75,36,0,36,0.0,3.0,0.33796027
-32.75,135.25,36,0,36,0.0,3.0,0.3408216
